Total number of tokens: 124417
ngram,count,frequency
delight as,3,0.0024112460515845905
which for,3,0.0024112460515845905
marry mr,3,0.0024112460515845905
education and,3,0.0024112460515845905
cried miss,3,0.0024112460515845905
elizabeth related,3,0.0024112460515845905
think him,3,0.0024112460515845905
sister’s feelings,3,0.0024112460515845905
circumstances which,3,0.0024112460515845905
exertion of,3,0.0024112460515845905
word about,3,0.0024112460515845905
painful to,3,0.0024112460515845905
the part,3,0.0024112460515845905
that spoke,3,0.0024112460515845905
he wants,3,0.0024112460515845905
another young,3,0.0024112460515845905
wisest and,3,0.0024112460515845905
was caught,3,0.0024112460515845905
him one,3,0.0024112460515845905
her impatience,3,0.0024112460515845905
he have,3,0.0024112460515845905
so ready,3,0.0024112460515845905
do think,3,0.0024112460515845905
that gentleman,3,0.0024112460515845905
in silent,3,0.0024112460515845905
a tolerable,3,0.0024112460515845905
very fond,3,0.0024112460515845905
no no,3,0.0024112460515845905
attentive to,3,0.0024112460515845905
we would,3,0.0024112460515845905
the felicity,3,0.0024112460515845905
of sense,3,0.0024112460515845905
that whatever,3,0.0024112460515845905
had also,3,0.0024112460515845905
can get,3,0.0024112460515845905
his gallantry,3,0.0024112460515845905
mrs hill,3,0.0024112460515845905
bingley what,3,0.0024112460515845905
collins you,3,0.0024112460515845905
bingley when,3,0.0024112460515845905
to banish,3,0.0024112460515845905
which jane,3,0.0024112460515845905
having the,3,0.0024112460515845905
catherine is,3,0.0024112460515845905
a copy,3,0.0024112460515845905
live to,3,0.0024112460515845905
her vanity,3,0.0024112460515845905
of as,3,0.0024112460515845905
following day,3,0.0024112460515845905
the middle,3,0.0024112460515845905
now come,3,0.0024112460515845905
man mr,3,0.0024112460515845905
man he,3,0.0024112460515845905
your going,3,0.0024112460515845905
the nearest,3,0.0024112460515845905
to apologise,3,0.0024112460515845905
be ashamed,3,0.0024112460515845905
open and,3,0.0024112460515845905
not more,3,0.0024112460515845905
that but,3,0.0024112460515845905
had said,3,0.0024112460515845905
perfectly convinced,3,0.0024112460515845905
gutenbergtm license,3,0.0024112460515845905
catherine to,3,0.0024112460515845905
gentlemen came,3,0.0024112460515845905
human nature,3,0.0024112460515845905
seem to,3,0.0024112460515845905
thought the,3,0.0024112460515845905
you received,3,0.0024112460515845905
other young,3,0.0024112460515845905
assure him,3,0.0024112460515845905
judge for,3,0.0024112460515845905
the number,3,0.0024112460515845905
to choose,3,0.0024112460515845905
a while,3,0.0024112460515845905
this question,3,0.0024112460515845905
handsomer than,3,0.0024112460515845905
elizabeth were,3,0.0024112460515845905
am certain,3,0.0024112460515845905
charge a,3,0.0024112460515845905
will think,3,0.0024112460515845905
history of,3,0.0024112460515845905
or lady,3,0.0024112460515845905
agreement you,3,0.0024112460515845905
know whether,3,0.0024112460515845905
merely to,3,0.0024112460515845905
place they,3,0.0024112460515845905
be necessary,3,0.0024112460515845905
out she,3,0.0024112460515845905
her disappointment,3,0.0024112460515845905
send them,3,0.0024112460515845905
by elizabeth’s,3,0.0024112460515845905
seem as,3,0.0024112460515845905
me how,3,0.0024112460515845905
“and this,3,0.0024112460515845905
respects to,3,0.0024112460515845905
women who,3,0.0024112460515845905
be taken,3,0.0024112460515845905
life was,3,0.0024112460515845905
elizabeth feeling,3,0.0024112460515845905
into your,3,0.0024112460515845905
you find,3,0.0024112460515845905
his regiment,3,0.0024112460515845905
to admit,3,0.0024112460515845905
journey was,3,0.0024112460515845905
now in,3,0.0024112460515845905
took his,3,0.0024112460515845905
an officer,3,0.0024112460515845905
believe the,3,0.0024112460515845905
there being,3,0.0024112460515845905
life saw,3,0.0024112460515845905
thinking you,3,0.0024112460515845905
his love,3,0.0024112460515845905
“as soon,3,0.0024112460515845905
turned towards,3,0.0024112460515845905
street and,3,0.0024112460515845905
their party,3,0.0024112460515845905
could you,3,0.0024112460515845905
which may,3,0.0024112460515845905
tea was,3,0.0024112460515845905
gratitude and,3,0.0024112460515845905
young man’s,3,0.0024112460515845905
gardiner could,3,0.0024112460515845905
collection of,3,0.0024112460515845905
and upon,3,0.0024112460515845905
at home”,3,0.0024112460515845905
opened to,3,0.0024112460515845905
believe she,3,0.0024112460515845905
and bingley,3,0.0024112460515845905
which mrs,3,0.0024112460515845905
home was,3,0.0024112460515845905
character we,3,0.0024112460515845905
minutes in,3,0.0024112460515845905
great many,3,0.0024112460515845905
character to,3,0.0024112460515845905
it her,3,0.0024112460515845905
a one,3,0.0024112460515845905
she thus,3,0.0024112460515845905
husband who,3,0.0024112460515845905
most eligible,3,0.0024112460515845905
her delight,3,0.0024112460515845905
character of,3,0.0024112460515845905
very sorry,3,0.0024112460515845905
more the,3,0.0024112460515845905
observe the,3,0.0024112460515845905
different times,3,0.0024112460515845905
were some,3,0.0024112460515845905
bestowed on,3,0.0024112460515845905
in many,3,0.0024112460515845905
opening of,3,0.0024112460515845905
for those,3,0.0024112460515845905
again till,3,0.0024112460515845905
minutes he,3,0.0024112460515845905
bear the,3,0.0024112460515845905
mercenary and,3,0.0024112460515845905
“but perhaps,3,0.0024112460515845905
and pleasing,3,0.0024112460515845905
which as,3,0.0024112460515845905
us who,3,0.0024112460515845905
her no,3,0.0024112460515845905
any possible,3,0.0024112460515845905
friends will,3,0.0024112460515845905
not listen,3,0.0024112460515845905
her or,3,0.0024112460515845905
encourage him,3,0.0024112460515845905
her an,3,0.0024112460515845905
so you,3,0.0024112460515845905
my conduct,3,0.0024112460515845905
will always,3,0.0024112460515845905
her go,3,0.0024112460515845905
quite well,3,0.0024112460515845905
question and,3,0.0024112460515845905
ý to,3,0.0024112460515845905
bennet still,3,0.0024112460515845905
all its,3,0.0024112460515845905
wished him,3,0.0024112460515845905
therefore obliged,3,0.0024112460515845905
can easily,3,0.0024112460515845905
she declared,3,0.0024112460515845905
their attention,3,0.0024112460515845905
my daughters,3,0.0024112460515845905
“yes she,3,0.0024112460515845905
like you,3,0.0024112460515845905
was spoken,3,0.0024112460515845905
“ý certainly,3,0.0024112460515845905
was called,3,0.0024112460515845905
such fun,3,0.0024112460515845905
just now,3,0.0024112460515845905
great enjoyment,3,0.0024112460515845905
the praise,3,0.0024112460515845905
involved in,3,0.0024112460515845905
to say”,3,0.0024112460515845905
amidst the,3,0.0024112460515845905
all he,3,0.0024112460515845905
mother had,3,0.0024112460515845905
shook hands,3,0.0024112460515845905
she shall,3,0.0024112460515845905
perhaps a,3,0.0024112460515845905
excited by,3,0.0024112460515845905
“ýt was,3,0.0024112460515845905
they ought,3,0.0024112460515845905
“now ý,3,0.0024112460515845905
prevented his,3,0.0024112460515845905
of goodness,3,0.0024112460515845905
to seek,3,0.0024112460515845905
society a,3,0.0024112460515845905
accounting for,3,0.0024112460515845905
we talked,3,0.0024112460515845905
before mr,3,0.0024112460515845905
lady in,3,0.0024112460515845905
before it,3,0.0024112460515845905
money paid,3,0.0024112460515845905
presence of,3,0.0024112460515845905
should receive,3,0.0024112460515845905
lady to,3,0.0024112460515845905
coach and,3,0.0024112460515845905
now” “ý,3,0.0024112460515845905
him away,3,0.0024112460515845905
before to,3,0.0024112460515845905
all mr,3,0.0024112460515845905
and turning,3,0.0024112460515845905
must appear,3,0.0024112460515845905
were going,3,0.0024112460515845905
very fine,3,0.0024112460515845905
never felt,3,0.0024112460515845905
it” said,3,0.0024112460515845905
that darcy,3,0.0024112460515845905
invited to,3,0.0024112460515845905
is for,3,0.0024112460515845905
he saw,3,0.0024112460515845905
he sat,3,0.0024112460515845905
married before,3,0.0024112460515845905
different manner,3,0.0024112460515845905
three weeks,3,0.0024112460515845905
they stood,3,0.0024112460515845905
been there,3,0.0024112460515845905
it elizabeth,3,0.0024112460515845905
were particularly,3,0.0024112460515845905
my daughter,3,0.0024112460515845905
acceptable to,3,0.0024112460515845905
of felicity,3,0.0024112460515845905
a child,3,0.0024112460515845905
learn to,3,0.0024112460515845905
he answered,3,0.0024112460515845905
designed for,3,0.0024112460515845905
eight years,3,0.0024112460515845905
it are,3,0.0024112460515845905
said with,3,0.0024112460515845905
from elizabeth,3,0.0024112460515845905
the recovery,3,0.0024112460515845905
than before,3,0.0024112460515845905
so highly,3,0.0024112460515845905
inquiry after,3,0.0024112460515845905
knew the,3,0.0024112460515845905
if a,3,0.0024112460515845905
explanation of,3,0.0024112460515845905
interval of,3,0.0024112460515845905
formed for,3,0.0024112460515845905
spoken so,3,0.0024112460515845905
by business,3,0.0024112460515845905
the certain,3,0.0024112460515845905
him better,3,0.0024112460515845905
let him,3,0.0024112460515845905
have at,3,0.0024112460515845905
friend the,3,0.0024112460515845905
quit her,3,0.0024112460515845905
complain of,3,0.0024112460515845905
were then,3,0.0024112460515845905
credit for,3,0.0024112460515845905
believed her,3,0.0024112460515845905
belong to,3,0.0024112460515845905
“no indeed,3,0.0024112460515845905
smallest objection,3,0.0024112460515845905
been gone,3,0.0024112460515845905
meryton to,3,0.0024112460515845905
longbourn house,3,0.0024112460515845905
have mr,3,0.0024112460515845905
work to,3,0.0024112460515845905
that way,3,0.0024112460515845905
work on,3,0.0024112460515845905
and another,3,0.0024112460515845905
is come,3,0.0024112460515845905
the grandeur,3,0.0024112460515845905
a hint,3,0.0024112460515845905
you said,3,0.0024112460515845905
their uncle,3,0.0024112460515845905
her companions,3,0.0024112460515845905
to overcome,3,0.0024112460515845905
recovery of,3,0.0024112460515845905
you before,3,0.0024112460515845905
children and,3,0.0024112460515845905
love for,3,0.0024112460515845905
his disposition,3,0.0024112460515845905
refrain from,3,0.0024112460515845905
it under,3,0.0024112460515845905
much mistaken,3,0.0024112460515845905
like them,3,0.0024112460515845905
during your,3,0.0024112460515845905
longbourn was,3,0.0024112460515845905
elizabeth herself,3,0.0024112460515845905
information he,3,0.0024112460515845905
so handsome,3,0.0024112460515845905
quite certain,3,0.0024112460515845905
her regard,3,0.0024112460515845905
his air,3,0.0024112460515845905
pretensions to,3,0.0024112460515845905
be lady,3,0.0024112460515845905
away by,3,0.0024112460515845905
an express,3,0.0024112460515845905
does it,3,0.0024112460515845905
offered to,3,0.0024112460515845905
proposal and,3,0.0024112460515845905
elizabeth began,3,0.0024112460515845905
one night,3,0.0024112460515845905
an agreement,3,0.0024112460515845905
lydia at,3,0.0024112460515845905
your disposition,3,0.0024112460515845905
sweet girl,3,0.0024112460515845905
easy and,3,0.0024112460515845905
earnest desire,3,0.0024112460515845905
more natural,3,0.0024112460515845905
with cold,3,0.0024112460515845905
receiving her,3,0.0024112460515845905
lydia on,3,0.0024112460515845905
two dances,3,0.0024112460515845905
another word,3,0.0024112460515845905
thought him,3,0.0024112460515845905
given to,3,0.0024112460515845905
anything about,3,0.0024112460515845905
admire her,3,0.0024112460515845905
look which,3,0.0024112460515845905
astonishment and,3,0.0024112460515845905
much by,3,0.0024112460515845905
world but,3,0.0024112460515845905
morning after,3,0.0024112460515845905
much he,3,0.0024112460515845905
marriage was,3,0.0024112460515845905
given up,3,0.0024112460515845905
mother went,3,0.0024112460515845905
feelings as,3,0.0024112460515845905
did and,3,0.0024112460515845905
came up,3,0.0024112460515845905
better to,3,0.0024112460515845905
you what,3,0.0024112460515845905
their society,3,0.0024112460515845905
an angel,3,0.0024112460515845905
not blame,3,0.0024112460515845905
wickham “ý,3,0.0024112460515845905
be afraid,3,0.0024112460515845905
but lady,3,0.0024112460515845905
amiable and,3,0.0024112460515845905
when your,3,0.0024112460515845905
forget what,3,0.0024112460515845905
seated himself,3,0.0024112460515845905
he suddenly,3,0.0024112460515845905
dance and,3,0.0024112460515845905
the situation,3,0.0024112460515845905
more for,3,0.0024112460515845905
and anxious,3,0.0024112460515845905
lydia to,3,0.0024112460515845905
her good,3,0.0024112460515845905
admire and,3,0.0024112460515845905
disappointment and,3,0.0024112460515845905
rank and,3,0.0024112460515845905
and donations,3,0.0024112460515845905
in anything,3,0.0024112460515845905
was extreme,3,0.0024112460515845905
surprised but,3,0.0024112460515845905
niece and,3,0.0024112460515845905
your side,3,0.0024112460515845905
husband and,3,0.0024112460515845905
heard much,3,0.0024112460515845905
a constant,3,0.0024112460515845905
same and,3,0.0024112460515845905
step forward,3,0.0024112460515845905
his relations,3,0.0024112460515845905
by receiving,3,0.0024112460515845905
deny that,3,0.0024112460515845905
make your,3,0.0024112460515845905
determined if,3,0.0024112460515845905
manners she,3,0.0024112460515845905
use and,3,0.0024112460515845905
surprised and,3,0.0024112460515845905
other than,3,0.0024112460515845905
his very,3,0.0024112460515845905
acknowledged to,3,0.0024112460515845905
most painful,3,0.0024112460515845905
after mr,3,0.0024112460515845905
after my,3,0.0024112460515845905
enumerating the,3,0.0024112460515845905
one thousand,3,0.0024112460515845905
oh how,3,0.0024112460515845905
you wish,3,0.0024112460515845905
her distress,3,0.0024112460515845905
not hope,3,0.0024112460515845905
his information,3,0.0024112460515845905
the lawn,3,0.0024112460515845905
likewise and,3,0.0024112460515845905
had her,3,0.0024112460515845905
the gentlemen’s,3,0.0024112460515845905
perverseness of,3,0.0024112460515845905
order to,3,0.0024112460515845905
stranger to,3,0.0024112460515845905
time they,3,0.0024112460515845905
myself for,3,0.0024112460515845905
a companion,3,0.0024112460515845905
time than,3,0.0024112460515845905
your house,3,0.0024112460515845905
the regiment’s,3,0.0024112460515845905
report of,3,0.0024112460515845905
your coming,3,0.0024112460515845905
manner ý,3,0.0024112460515845905
admiration and,3,0.0024112460515845905
pemberley house,3,0.0024112460515845905
any consideration,3,0.0024112460515845905
ask him,3,0.0024112460515845905
this” said,3,0.0024112460515845905
were concerned,3,0.0024112460515845905
sure and,3,0.0024112460515845905
soon began,3,0.0024112460515845905
knew of,3,0.0024112460515845905
a distance,3,0.0024112460515845905
creature who,3,0.0024112460515845905
a country,3,0.0024112460515845905
gone and,3,0.0024112460515845905
either to,3,0.0024112460515845905
sister at,3,0.0024112460515845905
not known,3,0.0024112460515845905
often seen,3,0.0024112460515845905
the certainty,3,0.0024112460515845905
you all”,3,0.0024112460515845905
very unlikely,3,0.0024112460515845905
receive a,3,0.0024112460515845905
generally known,3,0.0024112460515845905
a return,3,0.0024112460515845905
been doing,3,0.0024112460515845905
“the letter,3,0.0024112460515845905
bennet would,3,0.0024112460515845905
agreeable and,3,0.0024112460515845905
elizabeth now,3,0.0024112460515845905
temper ý,3,0.0024112460515845905
herself was,3,0.0024112460515845905
her sense,3,0.0024112460515845905
and pray,3,0.0024112460515845905
the welfare,3,0.0024112460515845905
even a,3,0.0024112460515845905
anybody who,3,0.0024112460515845905
decide on,3,0.0024112460515845905
her tongue,3,0.0024112460515845905
us for,3,0.0024112460515845905
knew it,3,0.0024112460515845905
the frequent,3,0.0024112460515845905
his cousin’s,3,0.0024112460515845905
mother she,3,0.0024112460515845905
should meet,3,0.0024112460515845905
sensible man,3,0.0024112460515845905
than that,3,0.0024112460515845905
be glad,3,0.0024112460515845905
darcy on,3,0.0024112460515845905
and temper,3,0.0024112460515845905
his dear,3,0.0024112460515845905
far beyond,3,0.0024112460515845905
wickham he,3,0.0024112460515845905
evening of,3,0.0024112460515845905
allowing for,3,0.0024112460515845905
too long,3,0.0024112460515845905
be justified,3,0.0024112460515845905
so ill,3,0.0024112460515845905
no harm,3,0.0024112460515845905
myself the,3,0.0024112460515845905
dwelt on,3,0.0024112460515845905
shall hear,3,0.0024112460515845905
settled it,3,0.0024112460515845905
felt how,3,0.0024112460515845905
friend that,3,0.0024112460515845905
regard with,3,0.0024112460515845905
occasion of,3,0.0024112460515845905
better ýt,3,0.0024112460515845905
lizzy do,3,0.0024112460515845905
him quite,3,0.0024112460515845905
sister or,3,0.0024112460515845905
sister of,3,0.0024112460515845905
afterwards she,3,0.0024112460515845905
women of,3,0.0024112460515845905
heart but,3,0.0024112460515845905
and smiled,3,0.0024112460515845905
domain in,3,0.0024112460515845905
of paper,3,0.0024112460515845905
to amuse,3,0.0024112460515845905
mr jones,3,0.0024112460515845905
and unable,3,0.0024112460515845905
quit the,3,0.0024112460515845905
were again,3,0.0024112460515845905
be deceived,3,0.0024112460515845905
visit in,3,0.0024112460515845905
avoid a,3,0.0024112460515845905
this event,3,0.0024112460515845905
of concern,3,0.0024112460515845905
of composure,3,0.0024112460515845905
it why,3,0.0024112460515845905
family or,3,0.0024112460515845905
before that,3,0.0024112460515845905
must now,3,0.0024112460515845905
she stood,3,0.0024112460515845905
could get,3,0.0024112460515845905
him would,3,0.0024112460515845905
bitterness of,3,0.0024112460515845905
of perfect,3,0.0024112460515845905
thing she,3,0.0024112460515845905
to interrupt,3,0.0024112460515845905
and come,3,0.0024112460515845905
mother should,3,0.0024112460515845905
after some,3,0.0024112460515845905
as wickham,3,0.0024112460515845905
impulse of,3,0.0024112460515845905
and saying,3,0.0024112460515845905
sister elizabeth,3,0.0024112460515845905
then went,3,0.0024112460515845905
the beautiful,3,0.0024112460515845905
could now,3,0.0024112460515845905
returned into,3,0.0024112460515845905
how soon,3,0.0024112460515845905
jane “that,3,0.0024112460515845905
our poor,3,0.0024112460515845905
say mr,3,0.0024112460515845905
say it,3,0.0024112460515845905
relieved by,3,0.0024112460515845905
meet him,3,0.0024112460515845905
of countenance,3,0.0024112460515845905
to form,3,0.0024112460515845905
answered her,3,0.0024112460515845905
miles or,3,0.0024112460515845905
never even,3,0.0024112460515845905
ý call,3,0.0024112460515845905
that very,3,0.0024112460515845905
feelings she,3,0.0024112460515845905
uncle was,3,0.0024112460515845905
never can,3,0.0024112460515845905
and live,3,0.0024112460515845905
expect that,3,0.0024112460515845905
whom his,3,0.0024112460515845905
avowal of,3,0.0024112460515845905
the ceremony,3,0.0024112460515845905
even when,3,0.0024112460515845905
say of,3,0.0024112460515845905
pleasure from,3,0.0024112460515845905
had but,3,0.0024112460515845905
could neither,3,0.0024112460515845905
church and,3,0.0024112460515845905
him ýn,3,0.0024112460515845905
stay and,3,0.0024112460515845905
whether her,3,0.0024112460515845905
reduced to,3,0.0024112460515845905
ýn vain,3,0.0024112460515845905
little in,3,0.0024112460515845905
immediately said,3,0.0024112460515845905
it is”,3,0.0024112460515845905
deal in,3,0.0024112460515845905
the suspicions,3,0.0024112460515845905
father would,3,0.0024112460515845905
of anxiety,3,0.0024112460515845905
were joined,3,0.0024112460515845905
by marriage,3,0.0024112460515845905
elizabeth instantly,3,0.0024112460515845905
pleasantness of,3,0.0024112460515845905
wonder that,3,0.0024112460515845905
other objection,3,0.0024112460515845905
it went,3,0.0024112460515845905
party with,3,0.0024112460515845905
going on,3,0.0024112460515845905
smile at,3,0.0024112460515845905
displaying the,3,0.0024112460515845905
tidings of,3,0.0024112460515845905
every morning,3,0.0024112460515845905
though jane,3,0.0024112460515845905
collins she,3,0.0024112460515845905
come for,3,0.0024112460515845905
thus much,3,0.0024112460515845905
will allow,3,0.0024112460515845905
not meet,3,0.0024112460515845905
not there,3,0.0024112460515845905
though when,3,0.0024112460515845905
more ý,3,0.0024112460515845905
of her”,3,0.0024112460515845905
not attempt,3,0.0024112460515845905
relationship to,3,0.0024112460515845905
of introducing,3,0.0024112460515845905
fit to,3,0.0024112460515845905
are they,3,0.0024112460515845905
application was,3,0.0024112460515845905
pleased and,3,0.0024112460515845905
she to,3,0.0024112460515845905
attention he,3,0.0024112460515845905
was angry,3,0.0024112460515845905
settled between,3,0.0024112460515845905
much less,3,0.0024112460515845905
brought her,3,0.0024112460515845905
have called,3,0.0024112460515845905
remained to,3,0.0024112460515845905
she be,3,0.0024112460515845905
ý congratulate,3,0.0024112460515845905
may wish,3,0.0024112460515845905
longer be,3,0.0024112460515845905
bingley’s being,3,0.0024112460515845905
little but,3,0.0024112460515845905
nothing further,3,0.0024112460515845905
with energy,3,0.0024112460515845905
sir but,3,0.0024112460515845905
the cardtables,3,0.0024112460515845905
the afternoon,3,0.0024112460515845905
miss lydia,3,0.0024112460515845905
marriage had,3,0.0024112460515845905
possible ý,3,0.0024112460515845905
her know,3,0.0024112460515845905
her they,3,0.0024112460515845905
to name,3,0.0024112460515845905
for talking,3,0.0024112460515845905
be noticed,3,0.0024112460515845905
thanked him,3,0.0024112460515845905
objects of,3,0.0024112460515845905
in ten,3,0.0024112460515845905
sitting a,3,0.0024112460515845905
fall in,3,0.0024112460515845905
face of,3,0.0024112460515845905
longbourn on,3,0.0024112460515845905
attention for,3,0.0024112460515845905
proved to,3,0.0024112460515845905
perfectly satisfied,3,0.0024112460515845905
a punishment,3,0.0024112460515845905
he returned,3,0.0024112460515845905
lively and,3,0.0024112460515845905
face as,3,0.0024112460515845905
watching the,3,0.0024112460515845905
the story,3,0.0024112460515845905
an hour’s,3,0.0024112460515845905
gardiner though,3,0.0024112460515845905
story to,3,0.0024112460515845905
much like,3,0.0024112460515845905
dear cousin,3,0.0024112460515845905
she became,3,0.0024112460515845905
anything more,3,0.0024112460515845905
us we,3,0.0024112460515845905
to lucas,3,0.0024112460515845905
the expectation,3,0.0024112460515845905
so we,3,0.0024112460515845905
ý pity,3,0.0024112460515845905
one whom,3,0.0024112460515845905
us at,3,0.0024112460515845905
a window,3,0.0024112460515845905
so as,3,0.0024112460515845905
us in,3,0.0024112460515845905
so my,3,0.0024112460515845905
us if,3,0.0024112460515845905
us be,3,0.0024112460515845905
bennet “that,3,0.0024112460515845905
think there,3,0.0024112460515845905
agreeable man,3,0.0024112460515845905
be told,3,0.0024112460515845905
under this,3,0.0024112460515845905
like other,3,0.0024112460515845905
first place,3,0.0024112460515845905
this but,3,0.0024112460515845905
turning to,3,0.0024112460515845905
thank heaven,3,0.0024112460515845905
imagined that,3,0.0024112460515845905
of compassion,3,0.0024112460515845905
as lady,3,0.0024112460515845905
know nothing,3,0.0024112460515845905
take this,3,0.0024112460515845905
bennet seemed,3,0.0024112460515845905
of people,3,0.0024112460515845905
than half,3,0.0024112460515845905
and happiness,3,0.0024112460515845905
do anything,3,0.0024112460515845905
the common,3,0.0024112460515845905
their chance,3,0.0024112460515845905
this day,3,0.0024112460515845905
bordering on,3,0.0024112460515845905
the stream,3,0.0024112460515845905
waited on,3,0.0024112460515845905
have reason,3,0.0024112460515845905
never before,3,0.0024112460515845905
“as to,3,0.0024112460515845905
approaching and,3,0.0024112460515845905
fitted up,3,0.0024112460515845905
seen to,3,0.0024112460515845905
day passed,3,0.0024112460515845905
she related,3,0.0024112460515845905
“lizzy ý,3,0.0024112460515845905
a kind,3,0.0024112460515845905
likes to,3,0.0024112460515845905
and wickham,3,0.0024112460515845905
they then,3,0.0024112460515845905
which miss,3,0.0024112460515845905
gratifying to,3,0.0024112460515845905
a countenance,3,0.0024112460515845905
and almost,3,0.0024112460515845905
over he,3,0.0024112460515845905
advantage she,3,0.0024112460515845905
father ý,3,0.0024112460515845905
daughter elizabeth,3,0.0024112460515845905
her better,3,0.0024112460515845905
most disagreeable,3,0.0024112460515845905
it came,3,0.0024112460515845905
not exactly,3,0.0024112460515845905
a visitor,3,0.0024112460515845905
marriage but,3,0.0024112460515845905
sister must,3,0.0024112460515845905
to dress,3,0.0024112460515845905
name to,3,0.0024112460515845905
head she,3,0.0024112460515845905
and those,3,0.0024112460515845905
several times,3,0.0024112460515845905
attempted to,3,0.0024112460515845905
not with,3,0.0024112460515845905
the parlour,3,0.0024112460515845905
who should,3,0.0024112460515845905
own he,3,0.0024112460515845905
were directed,3,0.0024112460515845905
engaged with,3,0.0024112460515845905
person of,3,0.0024112460515845905
longbourn but,3,0.0024112460515845905
still something,3,0.0024112460515845905
while sir,3,0.0024112460515845905
can he,3,0.0024112460515845905
no humour,3,0.0024112460515845905
to deserve,3,0.0024112460515845905
my vanity,3,0.0024112460515845905
they found,3,0.0024112460515845905
point on,3,0.0024112460515845905
dear charlotte,3,0.0024112460515845905
arising from,3,0.0024112460515845905
is likely,3,0.0024112460515845905
beyond their,3,0.0024112460515845905
ladies and,3,0.0024112460515845905
my duty,3,0.0024112460515845905
own happiness,3,0.0024112460515845905
colonel f,3,0.0024112460515845905
person in,3,0.0024112460515845905
had escaped,3,0.0024112460515845905
the separation,3,0.0024112460515845905
off together,3,0.0024112460515845905
morning for,3,0.0024112460515845905
for half,3,0.0024112460515845905
lottery tickets,3,0.0024112460515845905
dear uncle,3,0.0024112460515845905
which there,3,0.0024112460515845905
the head,3,0.0024112460515845905
for about,3,0.0024112460515845905
behaviour as,3,0.0024112460515845905
and think,3,0.0024112460515845905
assured that,3,0.0024112460515845905
to purchase,3,0.0024112460515845905
behaviour in,3,0.0024112460515845905
be perfectly,3,0.0024112460515845905
jane but,3,0.0024112460515845905
anything extraordinary,3,0.0024112460515845905
match for,3,0.0024112460515845905
satisfied that,3,0.0024112460515845905
pleasing and,3,0.0024112460515845905
but said,3,0.0024112460515845905
sisters must,3,0.0024112460515845905
contain a,3,0.0024112460515845905
said a,3,0.0024112460515845905
rather a,3,0.0024112460515845905
netherfield the,3,0.0024112460515845905
while you,3,0.0024112460515845905
the mortifying,3,0.0024112460515845905
the valley,3,0.0024112460515845905
does seem,3,0.0024112460515845905
well married,3,0.0024112460515845905
some people,3,0.0024112460515845905
and amusement,3,0.0024112460515845905
were received,3,0.0024112460515845905
to by,3,0.0024112460515845905
no ý,3,0.0024112460515845905
he mean,3,0.0024112460515845905
to no,3,0.0024112460515845905
moment in,3,0.0024112460515845905
“may ý,3,0.0024112460515845905
moment of,3,0.0024112460515845905
to other,3,0.0024112460515845905
over and,3,0.0024112460515845905
even in,3,0.0024112460515845905
arrival at,3,0.0024112460515845905
passing in,3,0.0024112460515845905
see your,3,0.0024112460515845905
serious in,3,0.0024112460515845905
maria and,3,0.0024112460515845905
itself and,3,0.0024112460515845905
she recollected,3,0.0024112460515845905
louisa and,3,0.0024112460515845905
of great,3,0.0024112460515845905
bingley “and,3,0.0024112460515845905
sister does,3,0.0024112460515845905
manners and,3,0.0024112460515845905
of lottery,3,0.0024112460515845905
jane will,3,0.0024112460515845905
manners are,3,0.0024112460515845905
told that,3,0.0024112460515845905
told them,3,0.0024112460515845905
heard them,3,0.0024112460515845905
life to,3,0.0024112460515845905
that so,3,0.0024112460515845905
and give,3,0.0024112460515845905
complexion and,3,0.0024112460515845905
to begin,3,0.0024112460515845905
astonished and,3,0.0024112460515845905
that instead,3,0.0024112460515845905
except the,3,0.0024112460515845905
one else,3,0.0024112460515845905
lead you,3,0.0024112460515845905
said how,3,0.0024112460515845905
happy she,3,0.0024112460515845905
very next,3,0.0024112460515845905
by either,3,0.0024112460515845905
that by,3,0.0024112460515845905
a gentleman’s,3,0.0024112460515845905
morning but,3,0.0024112460515845905
life is,3,0.0024112460515845905
to project,3,0.0024112460515845905
go home,3,0.0024112460515845905
being able,3,0.0024112460515845905
been spent,3,0.0024112460515845905
word of,3,0.0024112460515845905
to newcastle,3,0.0024112460515845905
justice to,3,0.0024112460515845905
as of,3,0.0024112460515845905
report which,3,0.0024112460515845905
without bringing,3,0.0024112460515845905
more elegant,3,0.0024112460515845905
applying to,3,0.0024112460515845905
as my,3,0.0024112460515845905
three days,3,0.0024112460515845905
but even,3,0.0024112460515845905
as your,3,0.0024112460515845905
not fail,3,0.0024112460515845905
the stranger,3,0.0024112460515845905
the observation,3,0.0024112460515845905
prevented their,3,0.0024112460515845905
be attended,3,0.0024112460515845905
talking together,3,0.0024112460515845905
what might,3,0.0024112460515845905
feelings are,3,0.0024112460515845905
by surprise,3,0.0024112460515845905
of behaviour,3,0.0024112460515845905
too for,3,0.0024112460515845905
distribution of,3,0.0024112460515845905
his returning,3,0.0024112460515845905
saturday and,3,0.0024112460515845905
to expose,3,0.0024112460515845905
her every,3,0.0024112460515845905
her anxiety,3,0.0024112460515845905
am a,3,0.0024112460515845905
ýf she,3,0.0024112460515845905
idea was,3,0.0024112460515845905
be insensible,3,0.0024112460515845905
was agreed,3,0.0024112460515845905
jane he,3,0.0024112460515845905
as is,3,0.0024112460515845905
have this,3,0.0024112460515845905
despaired of,3,0.0024112460515845905
things you,3,0.0024112460515845905
